company_name,website,primary_category,subcategory,hq_country,status
Superstruct,docs.superstructjs.org,Developer Tools,Schema Validation,United States,active
MSW (Mock Service Worker),mswjs.io,Developer Tools,API Mocking & Testing,Sweden,active
Supertest,github.com/ladjs/supertest,Developer Tools,API Testing,United States,active
Nock,github.com/nock/nock,Developer Tools,HTTP Mocking,United States,active
Testcontainers,testcontainers.com,Developer Tools,Integration Testing,United States,active
Argos,argos-ci.com,Developer Tools,Visual Testing,France,active
Happo,happo.io,Developer Tools,Visual Testing,Sweden,active
reg-suit,reg-viz.github.io/reg-suit,Developer Tools,Visual Regression Testing,Japan,active
Lost Pixel,lost-pixel.com,Developer Tools,Visual Testing,Germany,active
autocannon,github.com/mcollina/autocannon,Developer Tools,Load Testing,Italy,active
Clinic.js,clinicjs.org,Developer Tools,Performance Profiling,United States,active
0x (profiler),github.com/davidmarkclements/0x,Developer Tools,Performance Profiling,United Kingdom,active
N|Solid,nodesource.com/products/nsolid,Developer Tools,APM & Monitoring,United States,active
NodeSource,nodesource.com,Developer Tools,APM & Monitoring,United States,active
PM2,pm2.keymetrics.io,Developer Tools,Process Management,France,active
nodemon,nodemon.io,Developer Tools,Dev Server & Live Reload,United Kingdom,active
Pino,getpino.io,Developer Tools,Logging,Italy,active
Winston,github.com/winstonjs/winston,Developer Tools,Logging,United States,active
Bunyan,github.com/trentm/node-bunyan,Developer Tools,Logging,United States,inactive
log4js,log4js-node.github.io/log4js-node,Developer Tools,Logging,United Kingdom,active
Signale,github.com/klaudiosinani/signale,Developer Tools,Logging,Greece,active
Consola,github.com/unjs/consola,Developer Tools,Logging,Austria,active
LogFire,pydantic.dev/logfire,Developer Tools,Observability & Logging,United States,active
Victoria Metrics,victoriametrics.com,Developer Tools,Metrics & Monitoring,United States,active
Cortex Metrics,cortexmetrics.io,Developer Tools,Metrics & Monitoring,United States,active
Mimir,grafana.com/oss/mimir,Developer Tools,Metrics Storage,Sweden,active
HyperDX (OSS),hyperdx.io,Developer Tools,Observability,United States,active
SigNoz (OSS),signoz.io,Developer Tools,Observability,India,active
Got,github.com/sindresorhus/got,Developer Tools,HTTP Client Libraries,Denmark,active
ky,github.com/sindresorhus/ky,Developer Tools,HTTP Client Libraries,Denmark,active
ofetch,github.com/unjs/ofetch,Developer Tools,HTTP Client Libraries,Austria,active
wretch,github.com/elbywan/wretch,Developer Tools,HTTP Client Libraries,France,active
undici,github.com/nodejs/undici,Developer Tools,HTTP Client Libraries,United States,active
node-fetch,github.com/node-fetch/node-fetch,Developer Tools,HTTP Client Libraries,United States,active
Mongoose,mongoosejs.com,Developer Tools,Database ORM/ODM,United States,active
pg (node-postgres),node-postgres.com,Developer Tools,Database Client,United States,active
mysql2,sidorares.github.io/node-mysql2,Developer Tools,Database Client,Ukraine,active
better-sqlite3,github.com/WiseLibs/better-sqlite3,Developer Tools,Database Client,United States,active
libsql,github.com/libsql/libsql,Developer Tools,Database Client,United States,active
Slonik,github.com/gajus/slonik,Developer Tools,PostgreSQL Client,Lithuania,active
Bookshelf.js,bookshelfjs.org,Developer Tools,Database ORM,United States,active
Waterline,sailsjs.com/documentation/reference/waterline-orm,Developer Tools,Database ORM,United States,active
Nexus GraphQL,nexusjs.org,Developer Tools,GraphQL Framework,United States,active
Pothos GraphQL,pothos-graphql.dev,Developer Tools,GraphQL Framework,United States,active
TypeGraphQL,typegraphql.com,Developer Tools,GraphQL Framework,Poland,active
graphql-request,github.com/graffle-js/graffle,Developer Tools,GraphQL Client,Germany,active
Express.js,expressjs.com,Developer Tools,Web Framework,United States,active
Koa,koajs.com,Developer Tools,Web Framework,United States,active
FeathersJS,feathersjs.com,Developer Tools,API Framework,United States,active
LoopBack,loopback.io,Developer Tools,API Framework,United States,active
ts-rest,ts-rest.com,Developer Tools,Type-Safe API Layer,United Kingdom,active
Zodios,zodios.org,Developer Tools,API Client,France,active
openapi-typescript,openapi-ts.pages.dev,Developer Tools,OpenAPI Tooling,United States,active
React Email,react.email,Developer Tools,Email Development,United States,active
MJML,mjml.io,Developer Tools,Email Templates,France,active
Maizzle,maizzle.com,Developer Tools,Email Framework,Romania,active
HEML,heml.io,Developer Tools,Email Markup,United States,inactive
EmailJS,emailjs.com,Developer Tools,Email Client SDK,United States,active
Maileroo,maileroo.com,Developer Tools,Email API,United Kingdom,active
usePlunk,useplunk.com,Developer Tools,Email API,United States,active
Convoy (webhooks),getconvoy.io,Developer Tools,Webhooks Infrastructure,Nigeria,active
Webhook Relay,webhookrelay.com,Developer Tools,Webhooks,United Kingdom,active
Webhook.site,webhook.site,Developer Tools,Webhook Testing,Denmark,active
CloudAMQP,cloudamqp.com,Developer Tools,Message Queues,Sweden,active
Pusher Channels,pusher.com/channels,Developer Tools,Real-time Messaging,United Kingdom,active
Ably SDK,ably.com,Developer Tools,Real-time Messaging SDK,United Kingdom,active
Socket.IO,socket.io,Developer Tools,Real-time WebSockets,United States,active
Yjs,yjs.dev,Developer Tools,Collaborative Editing (CRDT),Germany,active
Automerge,automerge.org,Developer Tools,Collaborative Editing (CRDT),United Kingdom,active
Next-Auth (Auth.js),authjs.dev,Developer Tools,Authentication Library,United States,active
Lucia,lucia-auth.com,Developer Tools,Authentication Library,Japan,active
Oslo,oslo.js.org,Developer Tools,Authentication Utilities,Japan,active
Better Auth,better-auth.com,Developer Tools,Authentication Library,United States,active
Arctic,arcticauth.com,Developer Tools,OAuth Library,Japan,active
Passport.js,passportjs.org,Developer Tools,Authentication Middleware,United States,active
Casbin,casbin.org,Developer Tools,Authorization Framework,China,active
OPA (Open Policy Agent),openpolicyagent.org,Developer Tools,Policy Engine,United States,active
Ladon,github.com/ory/ladon,Developer Tools,Access Control,Germany,active
Ory Keto,ory.sh/keto,Developer Tools,Permissions Service,Germany,active
FGA (Fine-Grained Authorization),fga.dev,Developer Tools,Authorization Service,United States,active
ioredis,github.com/redis/ioredis,Developer Tools,Redis Client,China,active
cache-manager,github.com/node-cache-manager/node-cache-manager,Developer Tools,Cache Management,United States,active
node-cache,github.com/node-cache/node-cache,Developer Tools,In-Memory Cache,Germany,active
lru-cache,github.com/isaacs/node-lru-cache,Developer Tools,Cache Utilities,United States,active
UploadThing,uploadthing.com,Developer Tools,File Upload Service,United States,active
Cloudinary SDK,cloudinary.com,Developer Tools,Media Management SDK,Israel,active
Mapbox JS,mapbox.com,Developer Tools,Maps & Geolocation SDK,United States,active
HERE Maps JS,developer.here.com,Developer Tools,Maps & Geolocation SDK,Germany,active
Leaflet,leafletjs.com,Developer Tools,Mapping Library,Ukraine,active
Pirsch Analytics,pirsch.io,Developer Tools,Analytics SDK,Germany,active
Speakeasy Docs,speakeasy.com,Developer Tools,API Documentation,United States,active
Fern Docs,buildwithfern.com,Developer Tools,API Documentation,United States,active
Liblab,liblab.com,Developer Tools,SDK Generation,United States,active
APIMatic (generation),apimatic.io,Developer Tools,SDK Generation,United Arab Emirates,active
ipapi,ipapi.co,Developer Tools,IP Geolocation API,United States,active
Clearbit JS,clearbit.com,Developer Tools,Enrichment API,United States,active
AbstractAPI JS,abstractapi.com,Developer Tools,Developer APIs,United States,active
WebScraping.AI,webscraping.ai,Developer Tools,Web Scraping API,United States,active
RequestBin,requestbin.com,Developer Tools,Webhook Testing,United States,active
VectorDB.js,vectordbjs.themaximalist.com,Developer Tools,Vector Database,United States,active
Deta Base,deta.space,Developer Tools,Cloud Platform,Germany,active
Neutralino,neutralino.js.org,Developer Tools,Desktop App Framework,Sri Lanka,active
NW.js,nwjs.io,Developer Tools,Desktop App Framework,China,active
Trunk.io,trunk.io,Developer Tools,Code Quality Platform,United States,active
Reviewpad,reviewpad.com,Developer Tools,Code Review Automation,Portugal,active
Deployment.io,deployment.io,Developer Tools,Deployment Automation,United States,active
Keystone.js,keystonejs.com,Developer Tools,Headless CMS,Australia,active
Outstatic,outstatic.com,Developer Tools,Git-Based CMS,United States,active
DevRev,devrev.ai,Developer Tools,Dev-CRM & Support,United States,active
Mend.io,mend.io,Developer Tools,Software Composition Analysis,Israel,active
AI SDK (Anthropic),sdk.anthropic.com,Developer Tools,AI SDK,United States,active
Mistral SDK,mistral.ai,Developer Tools,AI SDK,France,active
Cohere SDK,cohere.com,Developer Tools,AI SDK,Canada,active
LangChain.js,js.langchain.com,Developer Tools,LLM Orchestration,United States,active
LlamaIndex.TS,ts.llamaindex.ai,Developer Tools,LLM Data Framework,United States,active
Vault (HashiCorp),vaultproject.io,Developer Tools,Secrets Management,United States,active
Tabby ML,tabbyml.com,Developer Tools,Self-hosted AI Coding,United States,active
Bucket.co,bucket.co,Developer Tools,Feature Flags,Denmark,active
Middleware.io,middleware.io,Developer Tools,Cloud Observability,United States,active
i18next,i18next.com,Developer Tools,Internationalization,Germany,active
react-i18next,react.i18next.com,Developer Tools,Internationalization,Germany,active
Intlayer,intlayer.org,Developer Tools,Internationalization,France,active
Lingui,lingui.dev,Developer Tools,Internationalization,Czech Republic,active
Paraglide JS,inlang.com/m/gerre34r/library-inlang-paraglideJs,Developer Tools,Internationalization,Germany,active
typesafe-i18n,github.com/ivanhofer/typesafe-i18n,Developer Tools,Internationalization,Austria,active
FormatJS,formatjs.io,Developer Tools,Internationalization,United States,active
react-intl,formatjs.io/docs/react-intl,Developer Tools,Internationalization,United States,active
Inlang,inlang.com,Developer Tools,Localization Platform,Germany,active
Weblate,weblate.org,Developer Tools,Translation Management,Czech Republic,active
Lilt,lilt.com,Developer Tools,AI Translation,United States,active
DeepL,deepl.com,Developer Tools,Translation API,Germany,active
GTranslate,gtranslate.io,Developer Tools,Website Translation,Ukraine,active
axe-core,github.com/dequelabs/axe-core,Developer Tools,Accessibility Testing,United States,active
pa11y,pa11y.org,Developer Tools,Accessibility Testing,United Kingdom,active
Deque Systems,deque.com,Developer Tools,Accessibility Testing,United States,active
Lighthouse,developer.chrome.com/docs/lighthouse,Developer Tools,Web Performance & Accessibility,United States,active
jsdom,github.com/jsdom/jsdom,Developer Tools,DOM Simulation,United States,active
Happy DOM,github.com/capricorn86/happy-dom,Developer Tools,DOM Simulation,Sweden,active
LinkeDOM,github.com/WebReflection/linkedom,Developer Tools,DOM Simulation,Italy,active
sharp,sharp.pixelplumbing.com,Developer Tools,Image Processing,United Kingdom,active
Jimp,github.com/jimp-dev/jimp,Developer Tools,Image Processing,United States,active
imagemin,github.com/imagemin/imagemin,Developer Tools,Image Optimization,United States,active
Squoosh,squoosh.app,Developer Tools,Image Optimization,United States,active
SVGO,github.com/svg/svgo,Developer Tools,SVG Optimization,Russia,active
pdfmake,pdfmake.org,Developer Tools,PDF Generation,Poland,active
jsPDF,github.com/parallax/jsPDF,Developer Tools,PDF Generation,Germany,active
html2pdf.js,github.com/eKoopmans/html2pdf.js,Developer Tools,PDF Generation,Netherlands,active
pdf-lib,pdf-lib.js.org,Developer Tools,PDF Manipulation,United States,active
docx,docx.js.org,Developer Tools,DOCX Generation,United Kingdom,active
xlsx (SheetJS),sheetjs.com,Developer Tools,Spreadsheet Processing,United States,active
Papa Parse,papaparse.com,Developer Tools,CSV Parsing,United States,active
csv-parse,csv.js.org,Developer Tools,CSV Parsing,France,active
Cheerio,cheerio.js,Developer Tools,HTML Parsing & Scraping,United States,active
htmlparser2,github.com/fb55/htmlparser2,Developer Tools,HTML Parsing,Germany,active
Chalk,github.com/chalk/chalk,Developer Tools,Terminal Styling,Denmark,active
Kleur,github.com/lukeed/kleur,Developer Tools,Terminal Styling,United States,active
picocolors,github.com/alexeyraspopov/picocolors,Developer Tools,Terminal Styling,Ukraine,active
Commander.js,github.com/tj/commander.js,Developer Tools,CLI Framework,United States,active
yargs,yargs.js.org,Developer Tools,CLI Framework,United States,active
minimist,github.com/minimistjs/minimist,Developer Tools,CLI Argument Parsing,United States,active
meow,github.com/sindresorhus/meow,Developer Tools,CLI Framework,Denmark,active
cac,github.com/cacjs/cac,Developer Tools,CLI Framework,China,active
citty,github.com/unjs/citty,Developer Tools,CLI Framework,Austria,active
Inquirer.js,github.com/SBoudrias/Inquirer.js,Developer Tools,Interactive CLI,France,active
prompts,github.com/terkelg/prompts,Developer Tools,Interactive CLI,Denmark,active
clack,github.com/bombshell-dev/clack,Developer Tools,Interactive CLI,United States,active
Enquirer,github.com/enquirer/enquirer,Developer Tools,Interactive CLI,United States,active
execa,github.com/sindresorhus/execa,Developer Tools,Process Execution,Denmark,active
zx,google.github.io/zx,Developer Tools,Shell Scripting in JS,United States,active
globby,github.com/sindresorhus/globby,Developer Tools,File Globbing,Denmark,active
fast-glob,github.com/mrmlnc/fast-glob,Developer Tools,File Globbing,Russia,active
chokidar,github.com/paulmillr/chokidar,Developer Tools,File Watching,Ukraine,active
micromatch,github.com/micromatch/micromatch,Developer Tools,Glob Matching,United States,active
nanoid,github.com/ai/nanoid,Developer Tools,Unique ID Generation,Russia,active
uuid,github.com/uuidjs/uuid,Developer Tools,UUID Generation,United States,active
ULID,github.com/ulid/javascript,Developer Tools,Unique ID Generation,United States,active
cuid2,github.com/paralleldrive/cuid2,Developer Tools,Unique ID Generation,United States,active
date-fns,date-fns.org,Developer Tools,Date Utilities,Ukraine,active
Day.js,day.js.org,Developer Tools,Date Utilities,China,active
Luxon,moment.github.io/luxon,Developer Tools,Date Utilities,United States,active
neverthrow,github.com/supermacro/neverthrow,Developer Tools,Error Handling,Canada,active
ts-results,github.com/vultix/ts-results,Developer Tools,Result Types,United States,active
fp-ts,gcanti.github.io/fp-ts,Developer Tools,Functional Programming,Italy,active
XState,stately.ai/xstate,Developer Tools,State Machine Library,United States,active
Stately AI,stately.ai,Developer Tools,State Machine Tooling,United States,active
Valtio,github.com/pmndrs/valtio,Developer Tools,State Management,Japan,active
Nano Stores,github.com/nanostores/nanostores,Developer Tools,State Management,Russia,active
SWR,swr.vercel.app,Developer Tools,Data Fetching Library,United States,active
TanStack Query,tanstack.com/query,Developer Tools,Data Fetching & Caching,United States,active
TanStack Form,tanstack.com/form,Developer Tools,Form State Management,United States,active
TanStack Router,tanstack.com/router,Developer Tools,Client-Side Routing,United States,active
TanStack Virtual,tanstack.com/virtual,Developer Tools,Virtualization,United States,active
TanStack Table,tanstack.com/table,Developer Tools,Headless Table,United States,active
Motion (framer),motion.dev,Developer Tools,Animation Library,United Kingdom,active
react-spring,react-spring.dev,Developer Tools,Animation Library,United States,active
Anime.js,animejs.com,Developer Tools,Animation Library,France,active
Three.js,threejs.org,Developer Tools,3D Graphics Library,Spain,active
Babylon.js,babylonjs.com,Developer Tools,3D Game Engine,United States,active
React Three Fiber,docs.pmnd.rs/react-three-fiber,Developer Tools,3D Rendering for React,Japan,active
Ark UI,ark-ui.com,Developer Tools,Headless UI Components,Germany,active
UnoCSS,unocss.dev,Developer Tools,Atomic CSS Engine,China,active
Floating UI,floating-ui.com,Developer Tools,Floating Elements,United Kingdom,active
React Hook Form,react-hook-form.com,Developer Tools,Form Management,Japan,active
Formik,formik.org,Developer Tools,Form Management,United States,active
Final Form,final-form.org,Developer Tools,Form Management,United States,active
React PDF,react-pdf.org,Developer Tools,PDF Rendering in React,Spain,active
Recharts,recharts.org,Developer Tools,Charting Library,United States,active
Victory,formidable.com/open-source/victory,Developer Tools,Charting Library,United States,active
Nivo,nivo.rocks,Developer Tools,Charting Library,France,active
Chart.js,chartjs.org,Developer Tools,Charting Library,Canada,active
D3.js,d3js.org,Developer Tools,Data Visualization,United States,active
Visx,airbnb.io/visx,Developer Tools,Data Visualization,United States,active
dnd kit,dndkit.com,Developer Tools,Drag and Drop,Sweden,active
react-dnd,react-dnd.github.io,Developer Tools,Drag and Drop,United States,active
SortableJS,sortablejs.com,Developer Tools,Drag and Drop,Russia,active
cmdk,cmdk.paco.me,Developer Tools,Command Menu,United States,active
Vaul,vaul-drawer.vercel.app,Developer Tools,Drawer Component,United States,active
Sonner,sonner.emilkowal.ski,Developer Tools,Toast Notifications,Sweden,active
react-hot-toast,react-hot-toast.com,Developer Tools,Toast Notifications,Austria,active
next-intl,next-intl.com,Developer Tools,Next.js Internationalization,Germany,active
next-themes,github.com/pacocoursey/next-themes,Developer Tools,Theme Management,United States,active
next-pwa,ducanh2912.github.io/next-pwa,Developer Tools,PWA Plugin,United States,active
Django,https://www.djangoproject.com,Development,Web Framework,USA,active
Flask,https://flask.palletsprojects.com,Development,Web Framework,USA,active
Tornado,https://www.tornadoweb.org,Development,Web Framework,USA,active
Bottle,https://bottlepy.org,Development,Web Framework,Germany,active
Falcon,https://falconframework.org,Development,Web Framework,USA,active
gRPC,https://grpc.io,Development,RPC Framework,USA,active
FastHTML,https://fastht.ml,Development,Web Framework,USA,active
Robyn,https://robyn.tech,Development,Web Framework,India,active
Microdot,https://github.com/miguelgrinberg/microdot,Development,Web Framework,USA,active
APIFlask,https://apiflask.com,API,API Framework,China,active
Django Ninja,https://django-ninja.dev,API,API Framework,Russia,active
Daphne,https://github.com/django/daphne,Infrastructure,Web Server,USA,active
Granian,https://github.com/emmett-framework/granian,Infrastructure,Web Server,Italy,active
Waitress,https://github.com/Pylons/waitress,Infrastructure,Web Server,USA,active
uWSGI,https://uwsgi-docs.readthedocs.io,Infrastructure,Web Server,Italy,active
aiohttp,https://docs.aiohttp.org,Development,HTTP Client,Ukraine,active
Requests,https://requests.readthedocs.io,Development,HTTP Client,USA,active
Websockets,https://websockets.readthedocs.io,Development,WebSocket,France,active
Flask-SocketIO,https://flask-socketio.readthedocs.io,Development,WebSocket,USA,active
Django Channels,https://channels.readthedocs.io,Development,WebSocket,UK,active
Peewee,https://docs.peewee-orm.com,Data,ORM,USA,active
SQLModel,https://sqlmodel.tiangolo.com,Data,ORM,Germany,active
MongoEngine,https://mongoengine.org,Data,ODM,UK,active
PynamoDB,https://pynamodb.readthedocs.io,Data,ORM,USA,active
TinyDB,https://tinydb.readthedocs.io,Data,Embedded Database,Germany,active
PickleDB,https://github.com/patx/pickledb,Data,Embedded Database,USA,active
Piccolo ORM,https://piccolo-orm.com,Data,ORM,UK,active
Pony ORM,https://ponyorm.org,Data,ORM,Russia,active
Alembic,https://alembic.sqlalchemy.org,Data,Database Migration,USA,active
orjson,https://github.com/ijl/orjson,Development,Serialization,USA,active
MessagePack,https://msgpack.org,Development,Serialization,Japan,active
Redis Queue (RQ),https://python-rq.org,Infrastructure,Task Queue,Denmark,active
ARQ,https://arq-docs.helpmanual.io,Infrastructure,Task Queue,UK,active
Taskiq,https://taskiq-python.github.io,Infrastructure,Task Queue,Russia,active
Flower,https://flower.readthedocs.io,Infrastructure,Task Monitoring,Ukraine,active
isort,https://pycqa.github.io/isort,Development,Code Formatter,UK,active
autopep8,https://github.com/hhatto/autopep8,Development,Code Formatter,Japan,active
YAPF,https://github.com/google/yapf,Development,Code Formatter,USA,active
Pylama,https://github.com/klen/pylama,Development,Code Linter,Russia,active
coala,https://coala.io,Development,Code Linter,Germany,active
wemake-python-styleguide,https://wemake-python-styleguide.rtfd.io,Development,Code Linter,Russia,active
Pyflakes,https://github.com/PyCQA/pyflakes,Development,Code Linter,USA,active
pycodestyle,https://pycodestyle.pycqa.org,Development,Code Linter,USA,active
Darglint,https://github.com/terrencepreilly/darglint,Development,Code Linter,USA,active
Fixit,https://github.com/Instagram/Fixit,Development,Code Linter,USA,active
Beartype,https://github.com/beartype/beartype,Development,Type Checker,USA,active
Pyright,https://github.com/microsoft/pyright,Development,Type Checker,USA,active
Pytype,https://google.github.io/pytype,Development,Type Checker,USA,active
Pyre,https://pyre-check.org,Development,Type Checker,USA,active
Pyrefly,https://pyrefly.org,Development,Type Checker,USA,active
Tox,https://tox.wiki,Testing,Test Automation,Germany,active
Behave,https://behave.readthedocs.io,Testing,BDD Framework,USA,active
Coverage.py,https://coverage.readthedocs.io,Testing,Code Coverage,USA,active
pytest-cov,https://pytest-cov.readthedocs.io,Testing,Code Coverage,USA,active
FreezeGun,https://github.com/spulec/freezegun,Testing,Test Utility,USA,active
Faker,https://faker.readthedocs.io,Testing,Test Data,Canada,active
Factory Boy,https://factoryboy.readthedocs.io,Testing,Test Data,France,active
Scalene,https://github.com/plasma-umass/scalene,Development,Profiler,USA,active
py-spy,https://github.com/benfred/py-spy,Development,Profiler,Canada,active
Memray,https://bloomberg.github.io/memray,Development,Memory Profiler,USA,active
Pyinstrument,https://pyinstrument.readthedocs.io,Development,Profiler,UK,active
Loguru,https://loguru.readthedocs.io,Development,Logging,Belgium,active
structlog,https://www.structlog.org,Development,Logging,Germany,active
Python JSON Logger,https://github.com/madzak/python-json-logger,Development,Logging,USA,active
Eliot,https://eliot.readthedocs.io,Development,Logging,USA,active
mkdocstrings,https://mkdocstrings.github.io,Development,Documentation,France,active
Griffe,https://mkdocstrings.github.io/griffe,Development,Documentation,France,active
tqdm,https://tqdm.github.io,Development,CLI Tool,UK,active
rich-click,https://github.com/ewels/rich-click,Development,CLI Tool,Sweden,active
Hatch,https://hatch.pypa.io,Development,Package Manager,USA,active
PDM,https://pdm-project.org,Development,Package Manager,China,active
Dynaconf,https://www.dynaconf.com,Development,Configuration Management,Brazil,active
Python Decouple,https://github.com/HBNetwork/python-decouple,Development,Configuration Management,Brazil,active
python-dotenv,https://saurabh-kumar.com/python-dotenv,Development,Configuration Management,France,active
Pydantic Settings,https://docs.pydantic.dev/latest/concepts/pydantic_settings,Development,Configuration Management,UK,active
Authlib,https://authlib.org,Security,Authentication,Singapore,active
OAuthlib,https://oauthlib.readthedocs.io,Security,Authentication,UK,active
PyJWT,https://pyjwt.readthedocs.io,Security,Authentication,USA,active
Passlib,https://passlib.readthedocs.io,Security,Password Hashing,USA,active
bcrypt,https://github.com/pyca/bcrypt,Security,Cryptography,USA,active
cryptography,https://cryptography.io,Security,Cryptography,USA,active
Cerberus,https://docs.python-cerberus.org,Data,Data Validation,Italy,active
Voluptuous,https://github.com/alecthomas/voluptuous,Data,Data Validation,Australia,active
attrs,https://www.attrs.org,Development,Data Classes,Austria,active
Dependency Injector,https://python-dependency-injector.ets-labs.org,Development,Dependency Injection,Ukraine,active
Injector,https://github.com/python-injector/injector,Development,Dependency Injection,Poland,active
Dishka,https://github.com/reagento/dishka,Development,Dependency Injection,Russia,active
Lagom,https://lagom-di.readthedocs.io,Development,Dependency Injection,UK,active
Seaborn,https://seaborn.pydata.org,Analytics,Data Visualization,USA,active
Panel,https://panel.holoviz.org,Analytics,Dashboard,USA,active
Solara,https://solara.dev,Analytics,Dashboard,Netherlands,active
NiceGUI,https://nicegui.io,Development,GUI Framework,Germany,active
Flet,https://flet.dev,Development,GUI Framework,Russia,active
Toga,https://toga.readthedocs.io,Development,GUI Framework,Australia,active
Dear PyGui,https://dearpygui.readthedocs.io,Development,GUI Framework,USA,active
wxPython,https://wxpython.org,Development,GUI Framework,USA,active
Luigi,https://luigi.readthedocs.io,Data,Workflow Orchestration,Sweden,active
Kedro,https://kedro.org,Data,Data Pipeline,UK,active
PyAirbyte,https://airbyte.com/product/pyairbyte,Data,Data Pipeline,USA,active
Bonobo,https://www.bonobo-project.org,Data,ETL Framework,France,active
petl,https://petl.readthedocs.io,Data,ETL Framework,UK,active
PyTorch Lightning,https://lightning.ai,AI/ML,Deep Learning,USA,active
Hugging Face Transformers,https://huggingface.co/docs/transformers,AI/ML,NLP,France,active
SGLang,https://sgl-project.github.io,AI/ML,LLM Inference,USA,active
Unsloth,https://unsloth.ai,AI/ML,LLM Fine-tuning,USA,active
Mem0,https://mem0.ai,AI/ML,AI Memory,USA,active
Pydantic AI,https://ai.pydantic.dev,AI/ML,Agent Framework,UK,active
Sentry SDK,https://sentry.io,Observability,Error Tracking,USA,active
statsmodels,https://www.statsmodels.org,Analytics,Statistical Analysis,USA,active
SymPy,https://www.sympy.org,Development,Computer Algebra,Poland,active
NetworkX,https://networkx.org,Analytics,Graph Analysis,USA,active
Numba,https://numba.pydata.org,Development,JIT Compiler,USA,active
Cython,https://cython.org,Development,C Extension,Germany,active
Vaex,https://vaex.io,Data,Big Data,Netherlands,active
Modin,https://modin.readthedocs.io,Data,Data Processing,USA,active
Xarray,https://xarray.dev,Data,Array Computing,USA,active
Crawl4AI,https://crawl4ai.com,Development,Web Scraping,USA,active
Trafilatura,https://trafilatura.readthedocs.io,Development,Web Scraping,Germany,active
MechanicalSoup,https://mechanicalsoup.readthedocs.io,Development,Web Scraping,USA,active
Nox,https://nox.thea.codes,Development,Test Automation,USA,active
Invoke,https://www.pyinvoke.org,Development,Task Runner,USA,active
