company_name,website,primary_category,subcategory,hq_country,status
Fig,fig.io,Developer Tools,Terminal Autocomplete,US,acquired
iTerm2,iterm2.com,Developer Tools,Terminal Emulator,US,active
Augment Code,augmentcode.com,AI Coding,AI Code Assistant,US,active
Windsurf,windsurf.com,AI Coding,AI IDE,US,acquired
Copilot Workspace,githubnext.com,AI Coding,AI Development Environment,US,active
Sweep,sweep.dev,AI Coding,AI Code Review,US,active
Bloop,bloop.ai,AI Coding,AI Code Search,UK,active
Codeium,codeium.com,AI Coding,AI Code Completion,US,active
Phind,phind.com,AI Coding,AI Code Search,US,active
Morph,morphllm.com,AI Coding,LLM Code Router,US,active
Mentat,mentat.ai,AI Coding,AI Coding Agent,US,active
Pieces,pieces.app,AI Coding,AI Developer Copilot,US,active
Gitpod,gitpod.io,Cloud IDE,Cloud Development Environment,Germany,active
DevPod,devpod.sh,Cloud IDE,Open Source Dev Environment,US,active
Eclipse Theia,theia-ide.org,Cloud IDE,Cloud & Desktop IDE,Germany,active
Codeanywhere,codeanywhere.com,Cloud IDE,Cloud IDE,Croatia,active
StackBlitz,stackblitz.com,Cloud IDE,Web-Based IDE,US,active
CodeSandbox,codesandbox.io,Cloud IDE,Cloud IDE,Netherlands,active
Bunnyshell,bunnyshell.com,Cloud IDE,Environments as a Service,Romania,active
Okteto,okteto.com,Cloud IDE,Kubernetes Dev Environment,US,active
Bruno,usebruno.com,API Development,API Client,Germany,active
Thunder Client,thunderclient.com,API Development,VS Code API Client,US,active
HTTPie,httpie.io,API Development,API Testing,US,active
RapidAPI,rapidapi.com,API Development,API Marketplace,US,active
Swagger,swagger.io,API Development,API Design,US,active
Redocly,redocly.com,API Development,API Documentation,US,active
Spotlight,spotlight.dev,API Development,API Testing,Germany,active
Requestly,requestly.com,API Development,API Debugging,India,active
Firecamp,firecamp.io,API Development,API Platform,India,active
Testfully,testfully.io,API Development,API Testing,US,active
Playwright,playwright.dev,Testing,Browser Testing,US,active
Cypress,cypress.io,Testing,E2E Testing,US,active
Selenium,selenium.dev,Testing,Browser Automation,US,active
TestCafe,testcafe.io,Testing,E2E Testing,US,active
WebdriverIO,webdriver.io,Testing,Browser Testing,Germany,active
Vitest,vitest.dev,Testing,Unit Testing,US,active
Jest,jestjs.io,Testing,JavaScript Testing,US,active
Storybook,storybook.js.org,Testing,UI Component Testing,US,active
Testing Library,testing-library.com,Testing,UI Testing Utilities,US,active
Katalon,katalon.com,Testing,Test Automation Platform,US,active
Testim,testim.io,Testing,AI Testing,US,active
Mabl,mabl.com,Testing,Intelligent Test Automation,US,active
QA Wolf,qawolf.com,Testing,QA as a Service,US,active
Checkly,checklyhq.com,Testing,Monitoring as Code,Germany,active
k6,k6.io,Testing,Load Testing,Sweden,active
Locust,locust.io,Testing,Load Testing,Sweden,active
Artillery,artillery.io,Testing,Load Testing,UK,active
Pact,pact.io,Testing,Contract Testing,Australia,active
WireMock,wiremock.io,Testing,API Mocking,UK,active
MockServer,mock-server.com,Testing,API Mocking,UK,active
Rancher,rancher.com,Container,Kubernetes Management,US,active
Portainer,portainer.io,Container,Container Management,New Zealand,active
k3s,k3s.io,Container,Lightweight Kubernetes,US,active
Podman,podman.io,Container,Container Runtime,US,active
Buildah,buildah.io,Container,Container Image Builder,US,active
Skaffold,skaffold.dev,Container,Kubernetes Development,US,active
Tilt,tilt.dev,Container,Kubernetes Dev Tools,US,active
Garden,garden.io,Container,Dev & Test Automation,Germany,active
Minikube,minikube.sigs.k8s.io,Container,Local Kubernetes,US,active
Kind,kind.sigs.k8s.io,Container,Kubernetes in Docker,US,active
Telepresence,telepresence.io,Container,Remote Kubernetes Dev,US,active
ArgoCD,argo-cd.readthedocs.io,Container,GitOps CD,US,active
Temporal,temporal.io,Workflow,Durable Execution,US,active
Inngest,inngest.com,Workflow,Event-Driven Functions,US,active
Windmill,windmill.dev,Workflow,Developer Workflow Engine,France,active
Prefect,prefect.io,Workflow,Data Workflow Orchestration,US,active
Dagster,dagster.io,Workflow,Data Orchestration,US,active
Apache Airflow,airflow.apache.org,Workflow,Workflow Orchestration,US,active
Hatchet,hatchet.run,Workflow,Task Queue,US,active
Restate,restate.dev,Workflow,Durable Functions,Germany,active
incident.io,incident.io,Incident Management,Incident Response,UK,active
FireHydrant,firehydrant.com,Incident Management,Incident Management,US,active
Runframe,runframe.io,Incident Management,On-Call Platform,US,active
Statuspage,statuspage.io,Incident Management,Status Pages,US,active
Spike.sh,spike.sh,Incident Management,On-Call Alerting,India,active
xMatters,xmatters.com,Incident Management,Intelligent Communication,US,active
PagerDuty,pagerduty.com,Incident Management,On-Call Management,US,active
OpsGenie,opsgenie.com,Incident Management,Alerting & On-Call,US,sunsetting
Builder.io,builder.io,Design to Code,Visual Development,US,active
Anima,animaapp.com,Design to Code,Design to Code,Israel,active
Locofy,locofy.ai,Design to Code,AI Design to Code,Singapore,active
TeleportHQ,teleporthq.io,Design to Code,Low-Code Front-End,Romania,active
Zeplin,zeplin.io,Design to Code,Design Handoff,Turkey,active
DhiWise,dhiwise.com,Design to Code,App Builder,India,active
Figma,figma.com,Design to Code,Design Platform,US,active
Penpot,penpot.app,Design to Code,Open Source Design,Spain,active
Framer,framer.com,Design to Code,Website Builder,Netherlands,active
Webflow,webflow.com,Design to Code,Visual Web Development,US,active
Docusaurus,docusaurus.io,Documentation,Static Documentation,US,active
GitBook,gitbook.com,Documentation,Documentation Platform,France,active
Notion,notion.so,Documentation,Knowledge Management,US,active
Confluence,atlassian.com/confluence,Documentation,Team Documentation,Australia,active
Archbee,archbee.com,Documentation,Developer Documentation,Romania,active
Document360,document360.com,Documentation,Knowledge Base,US,active
Retool,retool.com,Low Code,Internal Tools,US,active
Appsmith,appsmith.com,Low Code,Internal Tools,India,active
Budibase,budibase.com,Low Code,Low-Code Platform,UK,active
Lowcoder,lowcoder.cloud,Low Code,Open Source Internal Tools,US,active
Superblocks,superblocks.com,Low Code,Internal Tools Platform,US,active
Refine,refine.dev,Low Code,React Admin Framework,Turkey,active
NocoDB,nocodb.com,Low Code,Open Source Airtable,India,active
Baserow,baserow.io,Low Code,Open Source No-Code Database,Netherlands,active
Directus,directus.io,Low Code,Data Platform,US,active
DBeaver,dbeaver.io,Database Tools,Database GUI,US,active
TablePlus,tableplus.com,Database Tools,Database Client,Vietnam,active
DataGrip,jetbrains.com/datagrip,Database Tools,Database IDE,Czechia,active
DbVisualizer,dbvis.com,Database Tools,Database Client,Sweden,active
Beekeeper Studio,beekeeperstudio.io,Database Tools,SQL Editor,US,active
Bytebase,bytebase.com,Database Tools,Database DevOps,US,active
Atlas,atlasgo.io,Database Tools,Schema Management,Israel,active
Prisma,prisma.io,Database Tools,ORM & Database Toolkit,Germany,active
Drizzle ORM,orm.drizzle.team,Database Tools,TypeScript ORM,US,active
Sonatype Nexus,sonatype.com,Artifact Management,Repository Manager,US,active
Quay,quay.io,Artifact Management,Container Registry,US,active
Verdaccio,verdaccio.org,Artifact Management,npm Private Registry,Spain,active
Pulsar,apache.org/pulsar,Messaging,Distributed Messaging,US,active
RabbitMQ,rabbitmq.com,Messaging,Message Broker,US,active
Kafka,kafka.apache.org,Messaging,Event Streaming,US,active
Redpanda,redpanda.com,Messaging,Streaming Data Platform,US,active
DevCycle,devcycle.com,Feature Management,Feature Flags,Canada,active
ZeroPath,zeropath.com,Security,AI SAST,US,active
Endor Labs,endorlabs.com,Security,Dependency Security,US,active
Mend.io,mend.io,Security,Software Composition Analysis,Israel,active
Fortify,microfocus.com/fortify,Security,Application Security,UK,active
CodeQL,codeql.github.com,Security,Code Scanning,US,active
Bandit,bandit.readthedocs.io,Security,Python Security Linter,US,active
OWASP ZAP,zaproxy.org,Security,DAST,US,active
Trivy,trivy.dev,Security,Vulnerability Scanner,Israel,active
Grype,anchore.com,Security,Container Vulnerability,US,active
Anchore,anchore.com,Security,Container Security,US,active
Chainguard,chainguard.dev,Security,Software Supply Chain,US,active
Sigstore,sigstore.dev,Security,Code Signing,US,active
Fermyon,fermyon.com,Developer Platform,WebAssembly Platform,US,active
Platformatic,platformatic.dev,Developer Platform,Node.js Application Platform,Italy,active
Nitro,nitro.build,Developer Platform,Server Framework,US,active
Bun,bun.sh,Developer Platform,JavaScript Runtime,US,active
Deno,deno.com,Developer Platform,JavaScript Runtime,US,active
Val Town,val.town,Developer Platform,Cloud Scripting,US,active
Pulumi,pulumi.com,Infrastructure,Infrastructure as Code,US,active
Terraform,terraform.io,Infrastructure,Infrastructure as Code,US,active
Ansible,ansible.com,Infrastructure,Configuration Management,US,active
Chef,chef.io,Infrastructure,Configuration Management,US,active
Puppet,puppet.com,Infrastructure,Configuration Management,US,active
SaltStack,saltproject.io,Infrastructure,Configuration Management,US,active
Teleport,goteleport.com,Infrastructure,Infrastructure Access,US,active
StrongDM,strongdm.com,Infrastructure,Infrastructure Access,US,active
Tailscale,tailscale.com,Infrastructure,VPN & Networking,Canada,active
Netbird,netbird.io,Infrastructure,Network Security,Germany,active
Pangea,pangea.cloud,Infrastructure,Security APIs,US,active
Snorkel AI,snorkel.ai,AI/ML,Data-Centric AI,US,active
Scale AI,scale.com,AI/ML,Data Labeling & AI,US,active
Labelbox,labelbox.com,AI/ML,Data Labeling,US,active
LocalAI,localai.io,AI/ML,Self-Hosted AI,Italy,active
LM Studio,lmstudio.ai,AI/ML,Local LLM GUI,US,active
Jan,jan.ai,AI/ML,Local AI Platform,Vietnam,active
Vercel AI SDK,sdk.vercel.ai,AI/ML,AI Development Kit,US,active
Semantic Kernel,learn.microsoft.com/semantic-kernel,AI/ML,AI Orchestration,US,active
Spring AI,spring.io/projects/spring-ai,AI/ML,Java AI Framework,US,active
Neon,neon.tech,Database,Serverless Postgres,US,acquired
Hygraph,hygraph.com,CMS,GraphQL CMS,Germany,active
Storyblok,storyblok.com,CMS,Visual Headless CMS,Austria,active
Payload CMS,payloadcms.com,CMS,Headless CMS,US,active
Cosmic,cosmicjs.com,CMS,Headless CMS,US,active
Prismic,prismic.io,CMS,Headless CMS,France,active
Kontent.ai,kontent.ai,CMS,Headless CMS,Czechia,active
KeystoneJS,keystonejs.com,CMS,Headless CMS,Australia,active
Decap CMS,decapcms.org,CMS,Git-Based CMS,US,active
Tina CMS,tina.io,CMS,Git-Backed CMS,US,active
Caisy,caisy.io,CMS,Headless CMS,Germany,active
Atlantis,runatlantis.io,Infrastructure,Terraform Pull Request,US,active
Terragrunt,terragrunt.gruntwork.io,Infrastructure,Terraform Wrapper,US,active
ControlMonkey,controlmonkey.io,Infrastructure,IaC Automation,Israel,active
Fly.io,fly.io,Hosting,Edge Application Platform,US,active
Coolify,coolify.io,Hosting,Self-Hostable PaaS,Hungary,active
CapRover,caprover.com,Hosting,Self-Hosted PaaS,US,active
Dokku,dokku.com,Hosting,Mini PaaS,US,active
Kamal,kamal-deploy.org,Hosting,Web App Deployment,Denmark,active
Zeplo,zeplo.io,Hosting,Message Queue,UK,active
CodeAnt AI,codeant.ai,Security,AI Code Review,India,active
Offensive360,offensive360.com,Security,SAST Platform,Spain,active
Plexicus,plexicus.ai,Security,AI AppSec,US,active
Rely.io,rely.io,Developer Portal,Internal Developer Portal,Portugal,active
Configure8,configure8.io,Developer Portal,Service Catalog,US,active
Compass,atlassian.com/compass,Developer Portal,Developer Experience,Australia,active
Roadie,roadie.io,Developer Portal,Managed Backstage,Ireland,active
GitLab,gitlab.com,DevOps,DevOps Platform,US,active
Bitbucket,bitbucket.org,DevOps,Git Hosting,Australia,active
Gitea,gitea.com,DevOps,Self-Hosted Git,China,active
Forgejo,forgejo.org,DevOps,Self-Hosted Git,Germany,active
Gogs,gogs.io,DevOps,Self-Hosted Git,China,active
LazyGit,lazygit.com,DevOps,Git Terminal UI,Australia,active
Fork,git-fork.com,DevOps,Git GUI Client,US,active
Sourcetree,sourcetreeapp.com,DevOps,Git GUI,Australia,active
Tower,git-tower.com,DevOps,Git Client,Germany,active
Gitkraken,gitkraken.com,DevOps,Git GUI & Tools,US,active
Nexus IQ,sonatype.com,Security,Software Supply Chain,US,active
FOSSA,fossa.com,Security,Open Source Compliance,US,active
WhiteSource,whitesourcesoftware.com,Security,Open Source Security,Israel,active
Lasso Security,lasso.security,Security,LLM Security,Israel,active
Protect AI,protectai.com,Security,AI Security,US,active
CalypsoAI,calypsoai.com,Security,AI Security,US,active
Lakera,lakera.ai,Security,LLM Security,Switzerland,active
Rebuff,rebuff.ai,Security,LLM Prompt Security,US,active
ESLint,eslint.org,Code Quality,JavaScript Linter,US,active
Prettier,prettier.io,Code Quality,Code Formatter,US,active
Biome,biomejs.dev,Code Quality,JS Toolchain,Italy,active
Ruff,astral.sh,Code Quality,Python Linter,US,active
Black,black.readthedocs.io,Code Quality,Python Formatter,US,active
Trunk,trunk.io,Code Quality,Code Quality Platform,US,active
MegaLinter,megalinter.io,Code Quality,Linter Aggregator,France,active
Pre-commit,pre-commit.com,Code Quality,Git Hook Manager,US,active
Oxc,oxc-project.github.io,Code Quality,JavaScript Compiler,US,active
Turbopack,turbo.build,Build Tools,JavaScript Bundler,US,active
Vite,vitejs.dev,Build Tools,Frontend Build Tool,US,active
esbuild,esbuild.github.io,Build Tools,JavaScript Bundler,US,active
Rollup,rollupjs.org,Build Tools,Module Bundler,US,active
webpack,webpack.js.org,Build Tools,Module Bundler,Germany,active
SWC,swc.rs,Build Tools,JavaScript Compiler,South Korea,active
Nx,nx.dev,Build Tools,Monorepo Tool,US,active
Turborepo,turbo.build/repo,Build Tools,Monorepo Tool,US,active
Bazel,bazel.build,Build Tools,Build System,US,active
Pants,pantsbuild.org,Build Tools,Build System,US,active
Lerna,lerna.js.org,Build Tools,Monorepo Manager,US,active
Rush,rushjs.io,Build Tools,Monorepo Manager,US,active
Moon,moonrepo.dev,Build Tools,Repository Management,US,active
Pkl,pkl-lang.org,Configuration,Configuration Language,US,active
CUE,cuelang.org,Configuration,Data Constraint Language,Netherlands,active
Jsonnet,jsonnet.org,Configuration,Data Templating Language,US,active
Kustomize,kustomize.io,Configuration,Kubernetes Configuration,US,active
Packer,packer.io,Infrastructure,Machine Image Builder,US,active
Vagrant,vagrantup.com,Infrastructure,Development Environments,US,active
Excalidraw,excalidraw.com,Design Tools,Collaborative Whiteboard,US,active
tldraw,tldraw.com,Design Tools,Infinite Canvas,UK,active
Eraser,eraser.io,Design Tools,Technical Diagramming,US,active
Mermaid,mermaid.js.org,Design Tools,Diagram as Code,Sweden,active
D2,d2lang.com,Design Tools,Diagram Scripting,US,active
draw.io,draw.io,Design Tools,Diagramming,Germany,active
Lucidchart,lucidchart.com,Design Tools,Diagramming Platform,US,active
Whimsical,whimsical.com,Design Tools,Visual Collaboration,US,active
GitLens,gitlens.amod.io,VS Code Extension,Git Visualization,US,active
Live Share,visualstudio.microsoft.com/services/live-share,VS Code Extension,Real-Time Collaboration,US,active
Remote Development,marketplace.visualstudio.com,VS Code Extension,Remote Dev,US,active
EarlyAI,startearly.ai,VS Code Extension,AI Unit Testing,US,active
SonarLint,sonarsource.com/sonarlint,VS Code Extension,Code Quality,Switzerland,active
Import Cost,marketplace.visualstudio.com,VS Code Extension,Bundle Size,Israel,active
Wallaby.js,wallabyjs.com,VS Code Extension,Test Runner,Australia,active
Quokka.js,quokkajs.com,VS Code Extension,JavaScript Scratchpad,Australia,active
Nx Console,nx.dev/nx-console,VS Code Extension,Monorepo Tools,US,active
REST Client,marketplace.visualstudio.com,VS Code Extension,API Testing,Taiwan,active
gh CLI,cli.github.com,CLI Tools,GitHub CLI,US,active
Starship,starship.rs,CLI Tools,Shell Prompt,US,active
zoxide,github.com/ajeetdsouza/zoxide,CLI Tools,Smart Directory Navigation,US,active
bat,github.com/sharkdp/bat,CLI Tools,Cat Clone with Syntax,Germany,active
ripgrep,github.com/BurntSushi/ripgrep,CLI Tools,Fast Search,US,active
fd,github.com/sharkdp/fd,CLI Tools,Fast Find,Germany,active
fzf,github.com/junegunn/fzf,CLI Tools,Fuzzy Finder,South Korea,active
delta,github.com/dandavison/delta,CLI Tools,Git Diff Viewer,UK,active
lazydocker,github.com/jesseduffield/lazydocker,CLI Tools,Docker Terminal UI,Australia,active
Devbox,jetify.com,CLI Tools,Dev Environment Manager,US,active
direnv,direnv.net,CLI Tools,Environment Switcher,US,active
asdf,asdf-vm.com,CLI Tools,Version Manager,US,active
mise,mise.jdx.dev,CLI Tools,Dev Tool Manager,US,active
Homebrew,brew.sh,CLI Tools,Package Manager,US,active
Nix,nixos.org,CLI Tools,Package Manager,Germany,active
