company_name,website,primary_category,subcategory,hq_country,status
concurrently,github.com/open-cli-tools/concurrently,Developer Tools,Developer Utilities,United States,active
cross-env,github.com/kentcdodds/cross-env,Developer Tools,Developer Utilities,United States,active
dotenv,dotenvx.com,Developer Tools,Environment Management,United States,active
Moon,moonrepo.dev,Developer Tools,Monorepo Tooling,United States,active
Lage,microsoft.github.io/lage,Developer Tools,Monorepo Tooling,United States,active
Valibot,valibot.dev,Developer Tools,Schema Validation,Germany,active
Arktype,arktype.io,Developer Tools,Schema Validation,United States,active
TypeBox,github.com/sinclairzx81/typebox,Developer Tools,Schema Validation,United States,active
Vine,vinejs.dev,Developer Tools,Schema Validation,India,active
Superstruct,docs.superstructjs.org,Developer Tools,Schema Validation,United States,active
MSW (Mock Service Worker),mswjs.io,Developer Tools,API Mocking & Testing,Sweden,active
Supertest,github.com/ladjs/supertest,Developer Tools,API Testing,United States,active
Nock,github.com/nock/nock,Developer Tools,HTTP Mocking,United States,active
Testcontainers,testcontainers.com,Developer Tools,Integration Testing,United States,active
Argos,argos-ci.com,Developer Tools,Visual Testing,France,active
Happo,happo.io,Developer Tools,Visual Testing,Sweden,active
reg-suit,reg-viz.github.io/reg-suit,Developer Tools,Visual Regression Testing,Japan,active
Lost Pixel,lost-pixel.com,Developer Tools,Visual Testing,Germany,active
autocannon,github.com/mcollina/autocannon,Developer Tools,Load Testing,Italy,active
Clinic.js,clinicjs.org,Developer Tools,Performance Profiling,United States,active
0x (profiler),github.com/davidmarkclements/0x,Developer Tools,Performance Profiling,United Kingdom,active
N|Solid,nodesource.com/products/nsolid,Developer Tools,APM & Monitoring,United States,active
NodeSource,nodesource.com,Developer Tools,APM & Monitoring,United States,active
PM2,pm2.keymetrics.io,Developer Tools,Process Management,France,active
nodemon,nodemon.io,Developer Tools,Dev Server & Live Reload,United Kingdom,active
Pino,getpino.io,Developer Tools,Logging,Italy,active
Winston,github.com/winstonjs/winston,Developer Tools,Logging,United States,active
Bunyan,github.com/trentm/node-bunyan,Developer Tools,Logging,United States,inactive
log4js,log4js-node.github.io/log4js-node,Developer Tools,Logging,United Kingdom,active
Signale,github.com/klaudiosinani/signale,Developer Tools,Logging,Greece,active
Consola,github.com/unjs/consola,Developer Tools,Logging,Austria,active
LogFire,pydantic.dev/logfire,Developer Tools,Observability & Logging,United States,active
Victoria Metrics,victoriametrics.com,Developer Tools,Metrics & Monitoring,United States,active
Cortex Metrics,cortexmetrics.io,Developer Tools,Metrics & Monitoring,United States,active
Mimir,grafana.com/oss/mimir,Developer Tools,Metrics Storage,Sweden,active
HyperDX (OSS),hyperdx.io,Developer Tools,Observability,United States,active
SigNoz (OSS),signoz.io,Developer Tools,Observability,India,active
Got,github.com/sindresorhus/got,Developer Tools,HTTP Client Libraries,Denmark,active
ky,github.com/sindresorhus/ky,Developer Tools,HTTP Client Libraries,Denmark,active
ofetch,github.com/unjs/ofetch,Developer Tools,HTTP Client Libraries,Austria,active
wretch,github.com/elbywan/wretch,Developer Tools,HTTP Client Libraries,France,active
undici,github.com/nodejs/undici,Developer Tools,HTTP Client Libraries,United States,active
node-fetch,github.com/node-fetch/node-fetch,Developer Tools,HTTP Client Libraries,United States,active
Mongoose,mongoosejs.com,Developer Tools,Database ORM/ODM,United States,active
pg (node-postgres),node-postgres.com,Developer Tools,Database Client,United States,active
mysql2,sidorares.github.io/node-mysql2,Developer Tools,Database Client,Ukraine,active
better-sqlite3,github.com/WiseLibs/better-sqlite3,Developer Tools,Database Client,United States,active
libsql,github.com/libsql/libsql,Developer Tools,Database Client,United States,active
Knex.js,knexjs.org,Developer Tools,Query Builder,United States,active
Slonik,github.com/gajus/slonik,Developer Tools,PostgreSQL Client,Lithuania,active
Bookshelf.js,bookshelfjs.org,Developer Tools,Database ORM,United States,active
Waterline,sailsjs.com/documentation/reference/waterline-orm,Developer Tools,Database ORM,United States,active
Objection.js,vincit.github.io/objection.js,Developer Tools,Database ORM,Finland,active
MikroORM,mikro-orm.io,Developer Tools,Database ORM,Czech Republic,active
Apollo GraphQL,apollographql.com,Developer Tools,GraphQL Client & Server,United States,active
Nexus GraphQL,nexusjs.org,Developer Tools,GraphQL Framework,United States,active
Pothos GraphQL,pothos-graphql.dev,Developer Tools,GraphQL Framework,United States,active
TypeGraphQL,typegraphql.com,Developer Tools,GraphQL Framework,Poland,active
graphql-request,github.com/graffle-js/graffle,Developer Tools,GraphQL Client,Germany,active
Express.js,expressjs.com,Developer Tools,Web Framework,United States,active
Koa,koajs.com,Developer Tools,Web Framework,United States,active
FeathersJS,feathersjs.com,Developer Tools,API Framework,United States,active
LoopBack,loopback.io,Developer Tools,API Framework,United States,active
AdonisJS,adonisjs.com,Developer Tools,Web Framework,India,active
tRPC,trpc.io,Developer Tools,Type-Safe API Layer,United States,active
ts-rest,ts-rest.com,Developer Tools,Type-Safe API Layer,United Kingdom,active
Zodios,zodios.org,Developer Tools,API Client,France,active
openapi-typescript,openapi-ts.pages.dev,Developer Tools,OpenAPI Tooling,United States,active
Orval,orval.dev,Developer Tools,API Code Generation,Belgium,active
React Email,react.email,Developer Tools,Email Development,United States,active
MJML,mjml.io,Developer Tools,Email Templates,France,active
Maizzle,maizzle.com,Developer Tools,Email Framework,Romania,active
HEML,heml.io,Developer Tools,Email Markup,United States,inactive
EmailJS,emailjs.com,Developer Tools,Email Client SDK,United States,active
Maileroo,maileroo.com,Developer Tools,Email API,United Kingdom,active
usePlunk,useplunk.com,Developer Tools,Email API,United States,active
Convoy (webhooks),getconvoy.io,Developer Tools,Webhooks Infrastructure,Nigeria,active
Webhook Relay,webhookrelay.com,Developer Tools,Webhooks,United Kingdom,active
Webhook.site,webhook.site,Developer Tools,Webhook Testing,Denmark,active
CloudAMQP,cloudamqp.com,Developer Tools,Message Queues,Sweden,active
Pusher Channels,pusher.com/channels,Developer Tools,Real-time Messaging,United Kingdom,active
Ably SDK,ably.com,Developer Tools,Real-time Messaging SDK,United Kingdom,active
Socket.IO,socket.io,Developer Tools,Real-time WebSockets,United States,active
Liveblocks,liveblocks.io,Developer Tools,Real-time Collaboration,France,active
PartyKit,partykit.io,Developer Tools,Real-time Multiplayer,United States,active
Yjs,yjs.dev,Developer Tools,Collaborative Editing (CRDT),Germany,active
Automerge,automerge.org,Developer Tools,Collaborative Editing (CRDT),United Kingdom,active
ElectricSQL,electric-sql.com,Developer Tools,Local-First Database,United Kingdom,active
Jazz Tools,jazz.tools,Developer Tools,Local-First Sync,United States,active
Next-Auth (Auth.js),authjs.dev,Developer Tools,Authentication Library,United States,active
Lucia,lucia-auth.com,Developer Tools,Authentication Library,Japan,active
Oslo,oslo.js.org,Developer Tools,Authentication Utilities,Japan,active
Better Auth,better-auth.com,Developer Tools,Authentication Library,United States,active
Arctic,arcticauth.com,Developer Tools,OAuth Library,Japan,active
Passport.js,passportjs.org,Developer Tools,Authentication Middleware,United States,active
Casbin,casbin.org,Developer Tools,Authorization Framework,China,active
OPA (Open Policy Agent),openpolicyagent.org,Developer Tools,Policy Engine,United States,active
Ladon,github.com/ory/ladon,Developer Tools,Access Control,Germany,active
Ory Keto,ory.sh/keto,Developer Tools,Permissions Service,Germany,active
FGA (Fine-Grained Authorization),fga.dev,Developer Tools,Authorization Service,United States,active
Permit.io,permit.io,Developer Tools,Authorization Service,Israel,active
VictoriaMetrics,victoriametrics.com,Developer Tools,Time Series Database,United States,active
ioredis,github.com/redis/ioredis,Developer Tools,Redis Client,China,active
cache-manager,github.com/node-cache-manager/node-cache-manager,Developer Tools,Cache Management,United States,active
node-cache,github.com/node-cache/node-cache,Developer Tools,In-Memory Cache,Germany,active
lru-cache,github.com/isaacs/node-lru-cache,Developer Tools,Cache Utilities,United States,active
UploadThing,uploadthing.com,Developer Tools,File Upload Service,United States,active
Cloudinary SDK,cloudinary.com,Developer Tools,Media Management SDK,Israel,active
ImageKit,imagekit.io,Developer Tools,Image Optimization API,India,active
Transloadit,transloadit.com,Developer Tools,File Processing API,Germany,active
Mapbox JS,mapbox.com,Developer Tools,Maps & Geolocation SDK,United States,active
HERE Maps JS,developer.here.com,Developer Tools,Maps & Geolocation SDK,Germany,active
MapTiler,maptiler.com,Developer Tools,Maps & Geolocation SDK,Switzerland,active
Leaflet,leafletjs.com,Developer Tools,Mapping Library,Ukraine,active
Plausible Analytics,plausible.io,Developer Tools,Analytics SDK,Estonia,active
Pirsch Analytics,pirsch.io,Developer Tools,Analytics SDK,Germany,active
Fathom Analytics,usefathom.com,Developer Tools,Analytics SDK,Canada,active
Umami,umami.is,Developer Tools,Analytics,United States,active
Matomo,matomo.org,Developer Tools,Analytics SDK,New Zealand,active
Speakeasy Docs,speakeasy.com,Developer Tools,API Documentation,United States,active
Fern Docs,buildwithfern.com,Developer Tools,API Documentation,United States,active
Liblab,liblab.com,Developer Tools,SDK Generation,United States,active
APIMatic (generation),apimatic.io,Developer Tools,SDK Generation,United Arab Emirates,active
ipapi,ipapi.co,Developer Tools,IP Geolocation API,United States,active
ipinfo,ipinfo.io,Developer Tools,IP Geolocation API,United States,active
Clearbit JS,clearbit.com,Developer Tools,Enrichment API,United States,active
AbstractAPI JS,abstractapi.com,Developer Tools,Developer APIs,United States,active
ScrapingAnt,scrapingant.com,Developer Tools,Web Scraping API,United States,active
WebScraping.AI,webscraping.ai,Developer Tools,Web Scraping API,United States,active
MockAPI,mockapi.io,Developer Tools,API Mocking,Sweden,active
RequestBin,requestbin.com,Developer Tools,Webhook Testing,United States,active
Hoppscotch,hoppscotch.io,Developer Tools,API Client,India,active
Deepnote,deepnote.com,Developer Tools,Collaborative Notebooks,Czech Republic,active
Doppio,doppio.sh,Developer Tools,PDF Generation API,United States,active
CraftMyPDF,craftmypdf.com,Developer Tools,PDF Generation API,Singapore,active
APITemplate.io,apitemplate.io,Developer Tools,PDF & Image Generation,Singapore,active
PDFBolt,pdfbolt.com,Developer Tools,PDF Generation API,Lithuania,active
VectorDB.js,vectordbjs.themaximalist.com,Developer Tools,Vector Database,United States,active
RxDB,rxdb.info,Developer Tools,Client-Side Database,Germany,active
Chroma,trychroma.com,Developer Tools,Vector Database,United States,active
SurrealDB,surrealdb.com,Developer Tools,Multi-Model Database,United Kingdom,active
EdgeDB,edgedb.com,Developer Tools,Graph-Relational Database,United States,active
FaunaDB,fauna.com,Developer Tools,Serverless Database,United States,active
HarperDB,harperdb.io,Developer Tools,Distributed Database,United States,active
PocketBase,pocketbase.io,Developer Tools,Backend-as-a-Service,Bulgaria,active
Deta Base,deta.space,Developer Tools,Cloud Platform,Germany,active
Tauri,tauri.app,Developer Tools,Desktop App Framework,United States,active
Neutralino,neutralino.js.org,Developer Tools,Desktop App Framework,Sri Lanka,active
NW.js,nwjs.io,Developer Tools,Desktop App Framework,China,active
Graphite,graphite.dev,Developer Tools,Code Review,United States,active
Aviator,aviator.co,Developer Tools,Merge Queue & Code Review,United States,active
Mergify,mergify.com,Developer Tools,Merge Automation,France,active
Trunk.io,trunk.io,Developer Tools,Code Quality Platform,United States,active
Reviewpad,reviewpad.com,Developer Tools,Code Review Automation,Portugal,active
Codacy,codacy.com,Developer Tools,Code Quality,Portugal,active
Codecov,codecov.io,Developer Tools,Code Coverage,United States,active
Coveralls,coveralls.io,Developer Tools,Code Coverage,United States,active
Scalr,scalr.com,Developer Tools,Terraform Automation,United States,active
Cloud 66,cloud66.com,Developer Tools,Deployment Platform,United Kingdom,active
Deployment.io,deployment.io,Developer Tools,Deployment Automation,United States,active
Verdaccio,verdaccio.org,Developer Tools,Private npm Registry,Spain,active
Keystone.js,keystonejs.com,Developer Tools,Headless CMS,Australia,active
Tina CMS,tina.io,Developer Tools,Headless CMS,Canada,active
Payload CMS,payloadcms.com,Developer Tools,Headless CMS,United States,active
Outstatic,outstatic.com,Developer Tools,Git-Based CMS,United States,active
Decap CMS,decapcms.org,Developer Tools,Git-Based CMS,United States,active
Builder.io,builder.io,Developer Tools,Visual Headless CMS,United States,active
Bugsnag,bugsnag.com,Developer Tools,Error Monitoring,United Kingdom,active
Rollbar,rollbar.com,Developer Tools,Error Monitoring,United States,active
TrackJS,trackjs.com,Developer Tools,JavaScript Error Monitoring,United States,active
Atatus,atatus.com,Developer Tools,APM & Error Monitoring,India,active
Raygun,raygun.com,Developer Tools,Error Monitoring & APM,New Zealand,active
Instabug,instabug.com,Developer Tools,Mobile Error Monitoring,Egypt,active
DevRev,devrev.ai,Developer Tools,Dev-CRM & Support,United States,active
Plain,plain.com,Developer Tools,Customer Support for Devs,United Kingdom,active
Mend.io,mend.io,Developer Tools,Software Composition Analysis,Israel,active
Socket Security,socket.dev,Developer Tools,npm Security,United States,active
Cerbos,cerbos.dev,Developer Tools,Authorization Service,United Kingdom,active
Warrant,warrant.dev,Developer Tools,Authorization Service,United States,active
Vercel AI SDK,sdk.vercel.ai,Developer Tools,AI SDK for JS/TS,United States,active
AI SDK (Anthropic),sdk.anthropic.com,Developer Tools,AI SDK,United States,active
Mistral SDK,mistral.ai,Developer Tools,AI SDK,France,active
Cohere SDK,cohere.com,Developer Tools,AI SDK,Canada,active
LangChain.js,js.langchain.com,Developer Tools,LLM Orchestration,United States,active
LlamaIndex.TS,ts.llamaindex.ai,Developer Tools,LLM Data Framework,United States,active
OpenAPI TypeScript,openapi-ts.pages.dev,Developer Tools,API Type Generation,United States,active
Stainless,stainlessapi.com,Developer Tools,SDK Generation,United States,active
Speakeasy,speakeasy.com,Developer Tools,SDK Generation,United States,active
Fern,buildwithfern.com,Developer Tools,SDK & Docs Generation,United States,active
Doppler,doppler.com,Developer Tools,Secrets Management,United States,active
Infisical,infisical.com,Developer Tools,Secrets Management,United States,active
Vault (HashiCorp),vaultproject.io,Developer Tools,Secrets Management,United States,active
Mintlify,mintlify.com,Developer Tools,API Documentation,United States,active
Scalar,scalar.com,Developer Tools,API Documentation,Germany,active
Bump.sh,bump.sh,Developer Tools,API Documentation,France,active
Redocly,redocly.com,Developer Tools,API Documentation,United States,active
Stoplight,stoplight.io,Developer Tools,API Design & Docs,United States,active
ReadMe,readme.com,Developer Tools,API Documentation,United States,active
n8n,n8n.io,Developer Tools,Workflow Automation,Germany,active
Mastra,mastra.ai,Developer Tools,AI Agent Framework,United States,active
OpenHands,all-hands.dev,Developer Tools,AI Coding Agent,United States,active
Qodo,qodo.ai,Developer Tools,AI Code Quality,Israel,active
Kilo Code,kilocode.ai,Developer Tools,AI Coding Assistant,United States,active
CodeParrot,codeparrot.ai,Developer Tools,AI Code Generation,United States,active
Fine,fine.dev,Developer Tools,AI Developer Agent,Israel,active
Cline,cline.bot,Developer Tools,AI Coding Assistant,United States,active
Continue,continue.dev,Developer Tools,AI Coding Assistant,United States,active
Warp,warp.dev,Developer Tools,AI Terminal,United States,active
Supermaven,supermaven.com,Developer Tools,AI Code Completion,United States,active
Tabby ML,tabbyml.com,Developer Tools,Self-hosted AI Coding,United States,active
Depot,depot.dev,Developer Tools,Fast CI/CD Build Service,United States,active
Spacelift,spacelift.io,Developer Tools,IaC Automation,United States,active
Coder,coder.com,Developer Tools,Remote Development,United States,active
Encore,encore.dev,Developer Tools,Backend Framework,United States,active
Jamsocket,jamsocket.com,Developer Tools,Session-Based Backends,United States,active
PoeticMetric,poeticmetric.com,Developer Tools,Privacy-First Analytics,Turkey,active
devActivity,devactivity.com,Developer Tools,Dev Analytics,Portugal,active
Tinybird,tinybird.co,Developer Tools,Data Analytics API,Spain,active
Baremetrics,baremetrics.com,Developer Tools,SaaS Analytics,United States,active
Corbado,corbado.com,Developer Tools,Passkey Authentication,Germany,active
MojoAuth,mojoauth.com,Developer Tools,Passwordless Auth,United States,active
LoginRadius,loginradius.com,Developer Tools,Customer Identity,Canada,active
BoxyHQ,boxyhq.com,Developer Tools,Enterprise SSO & Security,Ireland,active
SSOJet,ssojet.com,Developer Tools,Enterprise SSO,United States,active
Stack Auth,stack-auth.com,Developer Tools,Authentication,United States,active
Aserto,aserto.com,Developer Tools,Authorization,United States,active
Growthbook,growthbook.io,Developer Tools,Feature Flags & A/B Testing,United States,active
Statsig,statsig.com,Developer Tools,Feature Flags & Experimentation,United States,active
Flagsmith,flagsmith.com,Developer Tools,Feature Flags,United Kingdom,active
Flipt,flipt.io,Developer Tools,Feature Flags,United States,active
ConfigCat,configcat.com,Developer Tools,Feature Flags,Hungary,active
OpenFeature,openfeature.dev,Developer Tools,Feature Flag Standard,United States,active
Bucket.co,bucket.co,Developer Tools,Feature Flags,Denmark,active
DevCycle,devcycle.com,Developer Tools,Feature Flags,Canada,active
Split.io,split.io,Developer Tools,Feature Flags & Experimentation,United States,active
DeepSource,deepsource.com,Developer Tools,Code Quality,United States,active
Hookdeck,hookdeck.com,Developer Tools,Webhooks Management,Canada,active
Svix,svix.com,Developer Tools,Webhooks Service,United States,active
Novu,novu.co,Developer Tools,Notification Infrastructure,United States,active
Resend,resend.com,Developer Tools,Email API,United States,active
Courier,courier.com,Developer Tools,Notification API,United States,active
Loops,loops.so,Developer Tools,Email Platform for SaaS,United States,active
Plunk,useplunk.com,Developer Tools,Email API,United States,active
Highlight.io,highlight.io,Developer Tools,Full-Stack Monitoring,United States,active
Better Stack,betterstack.com,Developer Tools,Observability & Uptime,Czech Republic,active
Axiom,axiom.co,Developer Tools,Log Management,United States,active
Baselime,baselime.io,Developer Tools,Serverless Observability,United Kingdom,active
Dash0,dash0.com,Developer Tools,OpenTelemetry Observability,Germany,active
Uptrace,uptrace.dev,Developer Tools,Distributed Tracing,United States,active
HyperDX,hyperdx.io,Developer Tools,Observability,United States,active
Coralogix,coralogix.com,Developer Tools,Log Analytics,Israel,active
Middleware.io,middleware.io,Developer Tools,Cloud Observability,United States,active
OpenReplay,openreplay.com,Developer Tools,Session Replay,United States,active
Argos CI,argos-ci.com,Developer Tools,Visual Testing,France,active
Chromatic,chromatic.com,Developer Tools,Visual Testing & Storybook,United States,active
Percy,percy.io,Developer Tools,Visual Testing,United States,active
Applitools,applitools.com,Developer Tools,Visual AI Testing,United States,active
Vitest,vitest.dev,Developer Tools,Testing Framework,United States,active
Playwright,playwright.dev,Developer Tools,E2E Testing,United States,active
Cypress,cypress.io,Developer Tools,E2E Testing,United States,active
k6,k6.io,Developer Tools,Load Testing,Sweden,active
Artillery,artillery.io,Developer Tools,Load Testing,United Kingdom,active
Storybook,storybook.js.org,Developer Tools,UI Component Development,United States,active
Apache APISIX,apisix.apache.org,Developer Tools,API Gateway,China,active
i18next,i18next.com,Developer Tools,Internationalization,Germany,active
react-i18next,react.i18next.com,Developer Tools,Internationalization,Germany,active
Intlayer,intlayer.org,Developer Tools,Internationalization,France,active
Lingui,lingui.dev,Developer Tools,Internationalization,Czech Republic,active
Paraglide JS,inlang.com/m/gerre34r/library-inlang-paraglideJs,Developer Tools,Internationalization,Germany,active
typesafe-i18n,github.com/ivanhofer/typesafe-i18n,Developer Tools,Internationalization,Austria,active
FormatJS,formatjs.io,Developer Tools,Internationalization,United States,active
react-intl,formatjs.io/docs/react-intl,Developer Tools,Internationalization,United States,active
Inlang,inlang.com,Developer Tools,Localization Platform,Germany,active
Weblate,weblate.org,Developer Tools,Translation Management,Czech Republic,active
Lilt,lilt.com,Developer Tools,AI Translation,United States,active
DeepL,deepl.com,Developer Tools,Translation API,Germany,active
GTranslate,gtranslate.io,Developer Tools,Website Translation,Ukraine,active
axe-core,github.com/dequelabs/axe-core,Developer Tools,Accessibility Testing,United States,active
pa11y,pa11y.org,Developer Tools,Accessibility Testing,United Kingdom,active
Deque Systems,deque.com,Developer Tools,Accessibility Testing,United States,active
Lighthouse,developer.chrome.com/docs/lighthouse,Developer Tools,Web Performance & Accessibility,United States,active
jsdom,github.com/jsdom/jsdom,Developer Tools,DOM Simulation,United States,active
Happy DOM,github.com/capricorn86/happy-dom,Developer Tools,DOM Simulation,Sweden,active
LinkeDOM,github.com/WebReflection/linkedom,Developer Tools,DOM Simulation,Italy,active
sharp,sharp.pixelplumbing.com,Developer Tools,Image Processing,United Kingdom,active
Jimp,github.com/jimp-dev/jimp,Developer Tools,Image Processing,United States,active
imagemin,github.com/imagemin/imagemin,Developer Tools,Image Optimization,United States,active
Squoosh,squoosh.app,Developer Tools,Image Optimization,United States,active
SVGO,github.com/svg/svgo,Developer Tools,SVG Optimization,Russia,active
pdfmake,pdfmake.org,Developer Tools,PDF Generation,Poland,active
jsPDF,github.com/parallax/jsPDF,Developer Tools,PDF Generation,Germany,active
html2pdf.js,github.com/eKoopmans/html2pdf.js,Developer Tools,PDF Generation,Netherlands,active
pdf-lib,pdf-lib.js.org,Developer Tools,PDF Manipulation,United States,active
docx,docx.js.org,Developer Tools,DOCX Generation,United Kingdom,active
xlsx (SheetJS),sheetjs.com,Developer Tools,Spreadsheet Processing,United States,active
Papa Parse,papaparse.com,Developer Tools,CSV Parsing,United States,active
csv-parse,csv.js.org,Developer Tools,CSV Parsing,France,active
Cheerio,cheerio.js,Developer Tools,HTML Parsing & Scraping,United States,active
htmlparser2,github.com/fb55/htmlparser2,Developer Tools,HTML Parsing,Germany,active
Chalk,github.com/chalk/chalk,Developer Tools,Terminal Styling,Denmark,active
Kleur,github.com/lukeed/kleur,Developer Tools,Terminal Styling,United States,active
picocolors,github.com/alexeyraspopov/picocolors,Developer Tools,Terminal Styling,Ukraine,active
Commander.js,github.com/tj/commander.js,Developer Tools,CLI Framework,United States,active
yargs,yargs.js.org,Developer Tools,CLI Framework,United States,active
minimist,github.com/minimistjs/minimist,Developer Tools,CLI Argument Parsing,United States,active
meow,github.com/sindresorhus/meow,Developer Tools,CLI Framework,Denmark,active
cac,github.com/cacjs/cac,Developer Tools,CLI Framework,China,active
citty,github.com/unjs/citty,Developer Tools,CLI Framework,Austria,active
Inquirer.js,github.com/SBoudrias/Inquirer.js,Developer Tools,Interactive CLI,France,active
prompts,github.com/terkelg/prompts,Developer Tools,Interactive CLI,Denmark,active
clack,github.com/bombshell-dev/clack,Developer Tools,Interactive CLI,United States,active
Enquirer,github.com/enquirer/enquirer,Developer Tools,Interactive CLI,United States,active
execa,github.com/sindresorhus/execa,Developer Tools,Process Execution,Denmark,active
zx,google.github.io/zx,Developer Tools,Shell Scripting in JS,United States,active
globby,github.com/sindresorhus/globby,Developer Tools,File Globbing,Denmark,active
fast-glob,github.com/mrmlnc/fast-glob,Developer Tools,File Globbing,Russia,active
chokidar,github.com/paulmillr/chokidar,Developer Tools,File Watching,Ukraine,active
micromatch,github.com/micromatch/micromatch,Developer Tools,Glob Matching,United States,active
nanoid,github.com/ai/nanoid,Developer Tools,Unique ID Generation,Russia,active
uuid,github.com/uuidjs/uuid,Developer Tools,UUID Generation,United States,active
ULID,github.com/ulid/javascript,Developer Tools,Unique ID Generation,United States,active
cuid2,github.com/paralleldrive/cuid2,Developer Tools,Unique ID Generation,United States,active
date-fns,date-fns.org,Developer Tools,Date Utilities,Ukraine,active
Day.js,day.js.org,Developer Tools,Date Utilities,China,active
Luxon,moment.github.io/luxon,Developer Tools,Date Utilities,United States,active
neverthrow,github.com/supermacro/neverthrow,Developer Tools,Error Handling,Canada,active
ts-results,github.com/vultix/ts-results,Developer Tools,Result Types,United States,active
fp-ts,gcanti.github.io/fp-ts,Developer Tools,Functional Programming,Italy,active
XState,stately.ai/xstate,Developer Tools,State Machine Library,United States,active
Stately AI,stately.ai,Developer Tools,State Machine Tooling,United States,active
Valtio,github.com/pmndrs/valtio,Developer Tools,State Management,Japan,active
Nano Stores,github.com/nanostores/nanostores,Developer Tools,State Management,Russia,active
SWR,swr.vercel.app,Developer Tools,Data Fetching Library,United States,active
TanStack Query,tanstack.com/query,Developer Tools,Data Fetching & Caching,United States,active
TanStack Form,tanstack.com/form,Developer Tools,Form State Management,United States,active
TanStack Router,tanstack.com/router,Developer Tools,Client-Side Routing,United States,active
TanStack Virtual,tanstack.com/virtual,Developer Tools,Virtualization,United States,active
TanStack Table,tanstack.com/table,Developer Tools,Headless Table,United States,active
Motion (framer),motion.dev,Developer Tools,Animation Library,United Kingdom,active
react-spring,react-spring.dev,Developer Tools,Animation Library,United States,active
Anime.js,animejs.com,Developer Tools,Animation Library,France,active
Three.js,threejs.org,Developer Tools,3D Graphics Library,Spain,active
Babylon.js,babylonjs.com,Developer Tools,3D Game Engine,United States,active
React Three Fiber,docs.pmnd.rs/react-three-fiber,Developer Tools,3D Rendering for React,Japan,active
Ark UI,ark-ui.com,Developer Tools,Headless UI Components,Germany,active
Headless UI,headlessui.com,Developer Tools,Headless UI Components,United States,active
DaisyUI,daisyui.com,Developer Tools,CSS Component Library,Finland,active
shadcn/ui,ui.shadcn.com,Developer Tools,Re-usable UI Components,United States,active
Tailwind CSS,tailwindcss.com,Developer Tools,CSS Framework,United States,active
UnoCSS,unocss.dev,Developer Tools,Atomic CSS Engine,China,active
Floating UI,floating-ui.com,Developer Tools,Floating Elements,United Kingdom,active
React Hook Form,react-hook-form.com,Developer Tools,Form Management,Japan,active
