company_name,website,primary_category,subcategory,hq_country,status
Pratexo,pratexo.com,backend-as-a-service,edge-computing,USA,active
Cyscale,cyscale.com,security-scanning,cloud-security,UK,active
Helius,helius.dev,backend-as-a-service,blockchain-infra,USA,active
Tatum,tatum.com,backend-as-a-service,blockchain-api,UK,active
Qdrant,qdrant.tech,search-recommendations,vector-database,Germany,active
Hud,hud.io,apm,application-monitoring,USA,active
Adalo,adalo.com,no-code-low-code,mobile-app-builder,USA,active
Blaze Tech,blaze.tech,no-code-low-code,app-builder,USA,active
WeWeb,weweb.io,no-code-low-code,web-app-builder,France,active
Creatio,creatio.com,no-code-low-code,crm-platform,USA,active
Panto AI,getpanto.ai,test-automation,mobile-testing,USA,active
ScanlyApp,scanlyapp.com,test-automation,mobile-testing,USA,active
Plaintest,plaintest.dev,test-automation,codeless-testing,USA,active
HERE Maps,developer.here.com,maps-geolocation,mapping-api,Netherlands,active
Notion,notion.so,no-code-low-code,workspace,USA,active
Slite,slite.com,no-code-low-code,knowledge-base,France,active
ServiceNow,servicenow.com,customer-support-sdk,it-service,USA,active
Freshdesk,freshdesk.com,customer-support-sdk,helpdesk,India,active
Swagger,swagger.io,api-management,api-documentation,USA,active
OpenAPI Generator,openapi-generator.tech,api-management,sdk-generation,USA,active
RapidAPI,rapidapi.com,api-management,api-marketplace,USA,active
HTTPie,httpie.io,api-management,http-client,Poland,active
Lapce,lapce.dev,code-assistants,code-editor,UK,active
DevDocs,devdocs.io,api-management,documentation-browser,USA,active
ShellCheck,shellcheck.net,security-scanning,shell-linting,Norway,active
Playwright,playwright.dev,test-automation,browser-automation,USA,active
Puppeteer,pptr.dev,test-automation,browser-automation,USA,active
FutureAGI,futureagi.com,ai-api-sdk,ai-evaluation,USA,active
Pi-Mono,pi-mono.dev,ai-api-sdk,ai-toolkit,USA,active
Cloudflare R2,developers.cloudflare.com/r2,object-storage-media,object-storage,USA,active
MinIO,min.io,object-storage-media,object-storage,USA,active
Prometheus,prometheus.io,observability,metrics-monitoring,USA,active
Grafana,grafana.com,observability,visualization,Sweden,active
Loki,grafana.com/oss/loki,observability,log-aggregation,Sweden,active
OpenTelemetry,opentelemetry.io,observability,telemetry-standard,USA,active
Tekton,tekton.dev,ci-cd,kubernetes-ci-cd,USA,active
Helm,helm.sh,ci-cd,kubernetes-package-manager,USA,active
Istio,istio.io,api-management,service-mesh,USA,active
RabbitMQ,rabbitmq.com,messaging-api,message-queue,USA,active
NATS,nats.io,messaging-api,message-queue,USA,active
Apache Kafka,kafka.apache.org,data-integration-etl,event-streaming,USA,active
Portainer,portainer.io,ci-cd,container-management,New Zealand,active
Traefik,traefik.io,api-management,reverse-proxy,France,active
Gotify,gotify.net,push-in-app-messaging,self-hosted-push,Germany,active
Apprise,github.com/caronc/apprise,push-in-app-messaging,notification-library,Canada,active
ntfy,ntfy.sh,push-in-app-messaging,push-notifications,Germany,active
Directus,directus.io,no-code-low-code,headless-cms,USA,active
Gitpod,gitpod.io,code-assistants,cloud-ide,Germany,active
Codespaces,github.com/features/codespaces,code-assistants,cloud-ide,USA,active
Zammad,zammad.com,customer-support-sdk,helpdesk,Germany,active
Rocket.Chat,rocket.chat,customer-support-sdk,team-chat,Brazil,active
Mattermost,mattermost.com,customer-support-sdk,team-messaging,USA,active
Element,element.io,realtime-websocket,secure-messaging,UK,active
Appsmith,appsmith.com,no-code-low-code,internal-tools,India,active
Retool,retool.com,no-code-low-code,internal-tools,USA,active
Nocodb,nocodb.com,dbaas,open-source-airtable,India,active
Baserow,baserow.io,dbaas,open-source-airtable,Netherlands,active
SeaTable,seatable.io,dbaas,spreadsheet-database,Germany,active
Budibase,budibase.com,no-code-low-code,internal-tools,UK,active
Temporal,temporal.io,ci-cd,workflow-orchestration,USA,active
Prefect,prefect.io,ci-cd,workflow-orchestration,USA,active
Dagster,dagster.io,data-integration-etl,data-orchestration,USA,active
Apache Airflow,airflow.apache.org,data-integration-etl,workflow-orchestration,USA,active
Hatchet,hatchet.run,ci-cd,task-orchestration,USA,active
Inngest,inngest.com,ci-cd,event-driven-functions,USA,active
Windmill,windmill.dev,no-code-low-code,workflow-engine,France,active
Deno,deno.com,backend-as-a-service,runtime,USA,active
Bun,bun.sh,backend-as-a-service,runtime,USA,active
Val Town,val.town,backend-as-a-service,serverless-scripting,USA,active
Drizzle,drizzle.team,dbaas,orm-toolkit,Ukraine,active
Prisma,prisma.io,dbaas,orm-database,Germany,active
EdgeDB,edgedb.com,dbaas,graph-relational-db,USA,active
TiDB,pingcap.com,dbaas,distributed-sql,USA,active
Nile,thenile.dev,dbaas,multi-tenant-postgres,USA,active
CockroachDB Labs,cockroachlabs.com,dbaas,distributed-sql,USA,active
Tigris Data,tigrisdata.com,dbaas,serverless-nosql,USA,active
MotherDuck,motherduck.com,dbaas,cloud-duckdb,USA,active
StarRocks,starrocks.io,dbaas,analytics-database,USA,active
ClickHouse,clickhouse.com,dbaas,analytics-database,USA,active
DuckDB,duckdb.org,dbaas,embedded-analytics,Netherlands,active
QuestDB,questdb.io,dbaas,time-series-db,UK,active
InfluxDB,influxdata.com,dbaas,time-series-db,USA,active
ScyllaDB,scylladb.com,dbaas,nosql-database,Israel,active
Dragonfly,dragonflydb.io,dbaas,redis-alternative,Israel,active
KeyDB,docs.keydb.dev,dbaas,redis-alternative,USA,active
Garnet,microsoft.com/en-us/research/project/garnet,dbaas,redis-alternative,USA,active
Valkey,valkey.io,dbaas,redis-alternative,USA,active
PartyKit,partykit.io,realtime-websocket,multiplayer-infra,UK,active
Soketi,soketi.app,realtime-websocket,websocket-server,Romania,active
Centrifugo,centrifugal.dev,realtime-websocket,realtime-server,Russia,active
Nitric,nitric.io,backend-as-a-service,cloud-framework,Australia,active
Ampt,ampt.dev,backend-as-a-service,cloud-platform,USA,active
Coherence,withcoherence.com,ci-cd,dev-environment,USA,active
Spaceship,spaceship.run,ci-cd,deployment,USA,active
Garden,garden.io,ci-cd,dev-automation,UK,active
Dagger,dagger.io,ci-cd,ci-cd-engine,USA,active
Aspect Build,aspect.build,ci-cd,bazel-ci,USA,active
WunderBase,wundergraph.com,api-management,api-gateway,Germany,active
StepZen,stepzen.com,api-management,graphql-api,USA,active
Grafbase,grafbase.com,api-management,graphql-edge,Sweden,active
Stellate,stellate.co,api-management,graphql-cdn,Germany,active
Wasp,wasp-lang.dev,backend-as-a-service,full-stack-framework,USA,active
RedwoodJS,redwoodjs.com,backend-as-a-service,full-stack-framework,USA,active
Blitz.js,blitzjs.com,backend-as-a-service,full-stack-framework,USA,active
Payload CMS,payloadcms.com,no-code-low-code,headless-cms,USA,active
KeystoneJS,keystonejs.com,no-code-low-code,headless-cms,Australia,active
Medusa,medusajs.com,payment-gateway,commerce-api,Denmark,active
Saleor,saleor.io,payment-gateway,commerce-api,Poland,active
Vendure,vendure.io,payment-gateway,commerce-api,Austria,active
Kapa.ai,kapa.ai,customer-support-sdk,ai-docs-support,Germany,active
Markprompt,markprompt.com,customer-support-sdk,ai-docs-support,USA,active
Inkeep,inkeep.com,customer-support-sdk,ai-search-support,USA,active
Gleap,gleap.io,crash-reporting,user-feedback,Austria,active
BirdEatsBug,birdeatsbug.com,crash-reporting,bug-reporting,Germany,active
Jam,jam.dev,crash-reporting,bug-reporting,USA,active
Marker.io,marker.io,crash-reporting,visual-bug-reporting,Belgium,active
Highlight,highlight.io,session-replay,open-source-replay,USA,active
Refiner,refiner.io,product-analytics,micro-surveys,France,active
Formbricks,formbricks.com,product-analytics,open-source-surveys,Germany,active
Screeb,screeb.app,product-analytics,user-research,France,active
June,june.so,product-analytics,b2b-analytics,France,active
Koala,getkoala.com,product-analytics,visitor-intelligence,USA,active
Correlated,correlated.com,product-analytics,product-led-sales,USA,active
Prefab,prefab.cloud,feature-flags,feature-management,USA,active
DevRevv,devrev.ai,customer-support-sdk,dev-crm,USA,active
Raycast,raycast.com,code-assistants,developer-launcher,Germany,active
Fig,fig.io,code-assistants,terminal-autocomplete,USA,active
Atuin,atuin.sh,code-assistants,shell-history,UK,active
Pieces,pieces.app,code-assistants,code-snippets,USA,active
Codeium,codeium.com,code-assistants,ai-coding,USA,active
Safurai,safurai.com,code-assistants,ai-coding,Spain,active
Sweep,sweep.dev,code-assistants,ai-coding,USA,active
Aide,aide.dev,code-assistants,ai-coding,UK,active
Augment Code,augmentcode.com,code-assistants,ai-coding,USA,active
Cosine,cosine.sh,code-assistants,ai-coding,UK,active
Magic AI,magic.dev,code-assistants,ai-coding,USA,active
Tessl,tessl.io,code-assistants,ai-coding,UK,active
GitButler,gitbutler.com,ci-cd,git-client,USA,active
Tower,git-tower.com,ci-cd,git-client,Germany,active
Nx,nx.dev,ci-cd,build-system,USA,active
Turborepo,turbo.build,ci-cd,monorepo-build,USA,active
Moonrepo,moonrepo.dev,ci-cd,monorepo-build,USA,active
Pants Build,pantsbuild.org,ci-cd,build-system,USA,active
Qovery,qovery.com,ci-cd,deployment-platform,France,active
Gitness,gitness.com,ci-cd,git-hosting,USA,active
OpenTofu,opentofu.org,Infrastructure & DevOps,Infrastructure as Code,US,active
Crossplane,crossplane.io,Infrastructure & DevOps,Infrastructure as Code,US,active
Ansible,ansible.com,Infrastructure & DevOps,Infrastructure as Code,US,active
AWS CloudFormation,aws.amazon.com/cloudformation,Infrastructure & DevOps,Infrastructure as Code,US,active
Vagrant,vagrantup.com,Infrastructure & DevOps,Infrastructure as Code,US,active
Terragrunt,terragrunt.gruntwork.io,Infrastructure & DevOps,Infrastructure as Code,US,active
Winglang,winglang.io,Infrastructure & DevOps,Infrastructure as Code,Israel,active
Rancher,rancher.com,Infrastructure & DevOps,Kubernetes Management,US,active
Lens,k8slens.dev,Infrastructure & DevOps,Kubernetes Management,Finland,active
K9s,k9scli.io,Infrastructure & DevOps,Kubernetes Management,US,active
DevSpace,devspace.sh,Infrastructure & DevOps,Kubernetes Management,Germany,active
Devtron,devtron.ai,Infrastructure & DevOps,Kubernetes Management,India,active
vCluster,vcluster.com,Infrastructure & DevOps,Kubernetes Management,US,active
OpenCost,opencost.io,Infrastructure & DevOps,Kubernetes Cost Management,US,active
Codefresh,codefresh.io,Infrastructure & DevOps,CI/CD,US,active
Flux CD,fluxcd.io,Infrastructure & DevOps,GitOps,Sweden,active
Spinnaker,spinnaker.io,Infrastructure & DevOps,CI/CD,US,active
Bunnyshell,bunnyshell.com,Infrastructure & DevOps,Environment Management,Romania,active
Skaffold,skaffold.dev,Infrastructure & DevOps,Kubernetes Development,US,active
Tilt,tilt.dev,Infrastructure & DevOps,Kubernetes Development,US,active
Telepresence,telepresence.io,Infrastructure & DevOps,Kubernetes Development,US,active
Kestra,kestra.io,Infrastructure & DevOps,Workflow Orchestration,France,active
Linkerd,linkerd.io,Infrastructure & DevOps,Service Mesh,US,active
Consul,consul.io,Infrastructure & DevOps,Service Mesh,US,active
Cilium,cilium.io,Infrastructure & DevOps,Cloud Native Networking,US,active
Meshery,meshery.io,Infrastructure & DevOps,Service Mesh Management,US,active
Harbor,goharbor.io,Infrastructure & DevOps,Container Registry,US,active
Sonatype Nexus,sonatype.com,Infrastructure & DevOps,Artifact Management,US,active
JFrog Artifactory,jfrog.com/artifactory,Infrastructure & DevOps,Artifact Management,US,active
Serverless Framework,serverless.com,Infrastructure & DevOps,Serverless,US,active
AWS SAM,aws.amazon.com/serverless/sam,Infrastructure & DevOps,Serverless,US,active
Cycloid,cycloid.io,Infrastructure & DevOps,Platform Engineering,France,active
Humanitec,humanitec.com,Developer Experience,Internal Developer Platform,Germany,active
Kratix,kratix.io,Developer Experience,Internal Developer Platform,UK,active
Score,score.dev,Developer Experience,Internal Developer Platform,Germany,active
Amplication,amplication.com,Developer Experience,Code Generation,Israel,active
Codeanywhere,codeanywhere.com,Developer Experience,Cloud IDE,Croatia,active
DevPod,devpod.sh,Developer Experience,Dev Environments,US,active
Nix,nixos.org,Developer Experience,Dev Environments,Netherlands,active
DevBox,jetify.com/devbox,Developer Experience,Dev Environments,US,active
Archbee,archbee.com,Developer Experience,Documentation,Romania,active
GitBook,gitbook.com,Developer Experience,Documentation,France,active
Docusaurus,docusaurus.io,Developer Experience,Documentation,US,active
Read the Docs,readthedocs.org,Developer Experience,Documentation,US,active
Ferndesk,ferndesk.com,Developer Experience,Documentation,US,active
ClickHelp,clickhelp.com,Developer Experience,Documentation,US,active
Document360,document360.com,Developer Experience,Documentation,US,active
WireMock,wiremock.org,API Tools,API Mocking,UK,active
Mockoon,mockoon.com,API Tools,API Mocking,France,active
Microcks,microcks.io,API Tools,API Mocking,France,active
Prism,stoplight.io/prism,API Tools,API Mocking,US,active
Redocly,redocly.com,API Tools,API Documentation,US,active
SwaggerHub,swagger.io/tools/swaggerhub,API Tools,API Documentation,US,active
Apimatic,apimatic.io,API Tools,API Documentation,US,active
Slate,slatedocs.github.io,API Tools,API Documentation,US,active
Levo.ai,levo.ai,API Tools,API Security,US,active
Katalon,katalon.com,API Tools,API Testing,US,active
SoapUI,soapui.org,API Tools,API Testing,US,active
ACCELQ,accelq.com,API Tools,API Testing,US,active
TestSprite,testsprite.com,API Tools,API Testing,US,active
GraphQL Yoga,the-guild.dev/graphql/yoga-server,API Tools,GraphQL,Israel,active
Hygraph,hygraph.com,API Tools,GraphQL CMS,Germany,active
Altair GraphQL,altairgraphql.dev,API Tools,GraphQL Client,US,active
Kong Mesh,konghq.com/products/kong-mesh,API Tools,API Gateway,US,active
Tyk Gateway,tyk.io,API Tools,API Gateway,UK,active
Neo4j,neo4j.com,Database,Graph Database,Sweden,active
TigerGraph,tigergraph.com,Database,Graph Database,US,active
ArangoDB,arangodb.com,Database,Multi-Model Database,Germany,active
NebulaGraph,nebula-graph.io,Database,Graph Database,China,active
Dgraph,dgraph.io,Database,Graph Database,US,active
PuppyGraph,puppygraph.com,Database,Graph Database,US,active
ArcadeDB,arcadedb.com,Database,Multi-Model Database,UK,active
TimescaleDB,timescale.com,Database,Time Series Database,US,active
Tiger Data,tigerdata.com,Database,Time Series Database,US,active
ScaleGrid,scalegrid.io,Database,Database Management,US,active
DBeaver,dbeaver.io,Database,Database GUI,US,active
Beekeeper Studio,beekeeperstudio.io,Database,Database GUI,US,active
DbVisualizer,dbvis.com,Database,Database GUI,Sweden,active
DbGate,dbgate.org,Database,Database GUI,Czech Republic,active
HeidiSQL,heidisql.com,Database,Database GUI,Germany,active
Adminer,adminer.org,Database,Database GUI,Czech Republic,active
Bytebase,bytebase.com,Database,Database DevOps,Hong Kong,active
Milvus,milvus.io,Database,Vector Database,US,active
Chroma,trychroma.com,Database,Vector Database,US,active
LanceDB,lancedb.com,Database,Vector Database,US,active
pgvector,github.com/pgvector,Database,Vector Database,US,active
